raw_text,aspectTerms
"I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .","[{'term':'captain', 'polarity':'positive'}]"
"I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .","[{'term':'back waiters', 'polarity':'positive'}]"
"Last time I went here , the waitress did n't come back after taking our order .","[{'term':'waitress', 'polarity':'negative'}]"
Try the tandoori salmon !,"[{'term':'tandoori salmon', 'polarity':'positive'}]"
"Eating in , the atmosphere saves it , but at your desk , it 's a very disappointing experience .","[{'term':'atmosphere', 'polarity':'positive'}]"
"Granted the space is smaller than most , it is the best service you will find in even the largest of restaurants .","[{'term':'space', 'polarity':'negative'}]"
"Granted the space is smaller than most , it is the best service you will find in even the largest of restaurants .","[{'term':'service', 'polarity':'positive'}]"
I love the atmorphere @ peep !,"[{'term':'atmorphere', 'polarity':'positive'}]"
The service was attentive and her suggestions of menu items was right on the mark .,"[{'term':'service', 'polarity':'positive'}]"
The service was attentive and her suggestions of menu items was right on the mark .,"[{'term':'menu items', 'polarity':'positive'}]"
The other night we had the $ 30 three course meal and everything was delicious - if I could of licked the plate clean I would of .,"[{'term':'three course meal', 'polarity':'positive'}]"
"Even after getting pushed out by the no-class Famous Ray 's , Sal has risen again to carry on his father 's uncle 's legacies with a smile , true love for his community , and let 's not forget the Outstanding Pizza !","[{'term':'Pizza', 'polarity':'positive'}]"
"The environment is romantic , but the food is horrible , the service is pathetic , and gabriella lies about everything she could .","[{'term':'environment', 'polarity':'positive'}]"
"The environment is romantic , but the food is horrible , the service is pathetic , and gabriella lies about everything she could .","[{'term':'food', 'polarity':'negative'}]"
"The environment is romantic , but the food is horrible , the service is pathetic , and gabriella lies about everything she could .","[{'term':'service', 'polarity':'negative'}]"
"We had crawfish boiled and despite making a mess , it was a ton of fun and quite tasty as well .","[{'term':'crawfish boiled', 'polarity':'positive'}]"
I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion .,"[{'term':'reservation', 'polarity':'none'}]"
What came to our table was burned beyond recognition and stringy .,"[{'term':'table', 'polarity':'none'}]"
I had the Pad Thai and the noodles were sticky .,"[{'term':'Pad Thai', 'polarity':'negative'}]"
I had the Pad Thai and the noodles were sticky .,"[{'term':'noodles', 'polarity':'negative'}]"
"So I 've never actually been to M proper , but I 've had it delivered a few times .","[{'term':'delivered', 'polarity':'none'}]"
"Among all of the new 5th avenue restaurants , this offers by far one of the best values for your money .","[{'term':'values for your money', 'polarity':'positive'}]"
"Frankly , when you compare what you can have here for lunch , versus McDs or so many other sandwich shops in the city , there is no comparison .","[{'term':'lunch', 'polarity':'positive'}]"
The hostess is rude to the point of being offensive .,"[{'term':'hostess', 'polarity':'negative'}]"
"If you 're craving for Haru 's great food , especially the House Roll , but ca n't stand the wait building outisde , head across the street to their Sake Bar !","[{'term':'food', 'polarity':'positive'}]"
"If you 're craving for Haru 's great food , especially the House Roll , but ca n't stand the wait building outisde , head across the street to their Sake Bar !","[{'term':'wait building', 'polarity':'negative'}]"
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess -LRB- stacks of bottles , cans -RRB- and a small counter holding 12-14 entrees .","[{'term':'corridor', 'polarity':'negative'}]"
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess -LRB- stacks of bottles , cans -RRB- and a small counter holding 12-14 entrees .","[{'term':'space', 'polarity':'negative'}]"
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess -LRB- stacks of bottles , cans -RRB- and a small counter holding 12-14 entrees .","[{'term':'counters', 'polarity':'negative'}]"
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess -LRB- stacks of bottles , cans -RRB- and a small counter holding 12-14 entrees .","[{'term':'counter', 'polarity':'negative'}]"
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess -LRB- stacks of bottles , cans -RRB- and a small counter holding 12-14 entrees .","[{'term':'entrees', 'polarity':'none'}]"
The food is great .,"[{'term':'food', 'polarity':'positive'}]"
Succulent steaks cooked precisely to your desired ` doneness ' accompanied by salads and sides that do n't look like leafy road kill .,"[{'term':'steaks', 'polarity':'positive'}]"
Succulent steaks cooked precisely to your desired ` doneness ' accompanied by salads and sides that do n't look like leafy road kill .,"[{'term':'salads', 'polarity':'positive'}]"
Succulent steaks cooked precisely to your desired ` doneness ' accompanied by salads and sides that do n't look like leafy road kill .,"[{'term':'sides', 'polarity':'positive'}]"
"Lunch came with pickels and slaw , no extra charge .","[{'term':'Lunch', 'polarity':'positive'}]"
"Lunch came with pickels and slaw , no extra charge .","[{'term':'pickels and slaw', 'polarity':'none'}]"
Decent wine at reasonable prices .,"[{'term':'wine', 'polarity':'positive'}]"
Decent wine at reasonable prices .,"[{'term':'prices', 'polarity':'positive'}]"
All conveniently delivered right to the door .,"[{'term':'delivered', 'polarity':'positive'}]"
even the wine by the glass was good .,"[{'term':'wine by the glass', 'polarity':'positive'}]"
would have rather tried terrace in the sky or water club for that price,"[{'term':'price', 'polarity':'negative'}]"
This dish is my favorite and I always get it when I go there and never get tired of it .,"[{'term':'dish', 'polarity':'positive'}]"
"I also ordered the Change Mojito , which was out of this world .","[{'term':'Change Mojito', 'polarity':'positive'}]"
Okay service .,"[{'term':'service', 'polarity':'none'}]"
The only thing more wonderful than the food -LRB- which is exceptional -RRB- is the service .,"[{'term':'food', 'polarity':'positive'}]"
The only thing more wonderful than the food -LRB- which is exceptional -RRB- is the service .,"[{'term':'service', 'polarity':'positive'}]"
"The food was just awful , ATROCIOUS actually .","[{'term':'food', 'polarity':'negative'}]"
The soup for the udon was soy sauce and water .,"[{'term':'soup for the udon', 'polarity':'negative'}]"
The soup for the udon was soy sauce and water .,"[{'term':'soy sauce', 'polarity':'none'}]"
The soup for the udon was soy sauce and water .,"[{'term':'water', 'polarity':'none'}]"
"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .","[{'term':'anti-pasta', 'polarity':'positive'}]"
"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .","[{'term':'calamari', 'polarity':'positive'}]"
"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .","[{'term':'filling pasta mains', 'polarity':'positive'}]"
The waitress suggested glasses of wine that went very well with the food .,"[{'term':'waitress', 'polarity':'positive'}]"
The waitress suggested glasses of wine that went very well with the food .,"[{'term':'food', 'polarity':'none'}]"
The waitress suggested glasses of wine that went very well with the food .,"[{'term':'glasses of wine', 'polarity':'positive'}]"
"They might be all business at the counter when you give your order , but their food says I love you .","[{'term':'food', 'polarity':'positive'}]"
"They might be all business at the counter when you give your order , but their food says I love you .","[{'term':'counter', 'polarity':'negative'}]"
"We are very particular about sushi and were both please with every choice which included : ceviche mix -LRB- special -RRB- , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .","[{'term':'sushi', 'polarity':'positive'}]"
"We are very particular about sushi and were both please with every choice which included : ceviche mix -LRB- special -RRB- , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .","[{'term':'ceviche mix -LRB- special -RRB-', 'polarity':'positive'}]"
"We are very particular about sushi and were both please with every choice which included : ceviche mix -LRB- special -RRB- , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .","[{'term':'crab dumplings', 'polarity':'positive'}]"
"We are very particular about sushi and were both please with every choice which included : ceviche mix -LRB- special -RRB- , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .","[{'term':'assorted sashimi', 'polarity':'positive'}]"
